Partner,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,City,Gender,Churn Value,CLTV,Referred a Friend,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming Music,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Age,Number of Dependents,Satisfaction Score
No,51,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077.0,Daly City,Female,0,5404,No,0,51,0.0,10,Yes,Yes,Yes,Yes,0.0,0,0.0,3077.0,48,0,3
No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.5,Half Moon Bay,Female,0,6408,No,0,60,37.95,27,Yes,Yes,No,No,0.0,120,2277.0,6436.5,29,0,3
No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,La Honda,Male,0,5201,No,0,33,5.91,5,No,No,No,Yes,0.0,0,195.03,1860.23,62,0,3
No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,Loma Mar,Male,1,5803,No,0,10,18.03,6,Yes,Yes,Yes,Yes,0.0,0,180.3,1223.6,53,0,1
No,26,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,504.2,Los Altos,Male,0,2269,No,0,26,29.88,0,No,No,No,No,9.49,0,776.88,1271.59,65,0,5
No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,Los Altos,Female,1,3962,No,0,6,25.93,24,Yes,No,Yes,Yes,0.0,0,155.58,653.13,40,0,1
Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,Menlo Park,Female,0,5649,Yes,1,67,35.03,23,Yes,Yes,Yes,Yes,0.0,0,2347.01,9858.66,39,0,3
Yes,49,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,Atherton,Female,0,4865,Yes,1,49,0.0,82,No,Yes,No,Yes,0.0,0,0.0,1782.0,19,0,4
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,20.05,Portola Valley,Male,0,5368,No,0,1,3.23,0,No,No,No,No,0.0,0,3.23,23.28,42,0,3
No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,Millbrae,Female,0,2107,No,0,7,26.29,20,Yes,No,No,No,29.17,10,184.03,774.51,66,0,3
No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.6,Montara,Female,0,4997,No,0,27,35.76,4,Yes,No,No,Yes,0.0,0,965.52,3823.12,70,0,3
Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,3247.55,Moss Beach,Male,0,5263,Yes,1,37,43.01,51,No,No,Yes,Yes,0.0,0,1591.37,4838.92,23,3,5
Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,Mountain View,Female,1,5413,Yes,3,63,8.98,16,Yes,No,No,No,0.0,0,565.74,6781.09,48,0,2
Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,2823.0,Mountain View,Male,0,2132,Yes,1,31,20.76,57,Yes,Yes,No,Yes,0.0,0,643.56,3466.56,37,3,3
Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,Mountain View,Male,1,5812,Yes,6,50,42.21,14,Yes,No,Yes,Yes,0.0,0,2110.5,7128.4,55,0,2
No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,Pacifica,Male,0,2143,No,0,32,1.12,5,Yes,No,No,Yes,19.25,0,35.84,2635.84,77,0,4
No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,Pescadero,Female,1,5768,No,0,1,0.0,12,No,No,No,Yes,0.0,0,0.0,24.6,39,0,2
Yes,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,Redwood City,Female,0,6063,Yes,1,63,38.85,27,No,Yes,No,Yes,0.0,0,2447.55,7412.65,56,0,3
No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,Redwood City,Male,0,4219,No,0,30,41.66,28,No,No,Yes,Yes,0.0,0,1249.8,3929.5,53,0,3
Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55,Redwood City,Male,0,5027,Yes,1,71,33.83,27,Yes,Yes,Yes,No,0.0,130,2401.93,10842.48,29,0,4
No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,Redwood City,Female,0,5731,No,0,53,12.92,19,Yes,No,Yes,Yes,0.0,0,684.76,6367.01,33,0,5
No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,San Bruno,Female,1,5559,No,0,12,34.92,23,No,Yes,Yes,Yes,0.0,0,419.04,1539.99,64,0,1
Yes,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,San Carlos,Male,0,5548,Yes,1,50,17.58,47,No,No,Yes,Yes,0.0,0,879.0,5793.9,27,0,4
No,2,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,San Gregorio,Female,0,4836,No,0,2,27.17,0,No,No,No,No,0.0,0,54.34,81.89,19,0,5
No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,South San Francisco,Female,1,2954,No,0,9,38.76,82,Yes,No,Yes,Yes,0.0,0,348.84,1272.34,27,0,2
No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,Sunnyvale,Male,1,4940,No,0,17,4.51,13,No,No,Yes,Yes,0.0,0,76.67,1702.32,36,0,1
Yes,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,Sunnyvale,Female,0,4196,Yes,1,56,34.1,13,Yes,No,Yes,Yes,0.0,0,1909.6,7978.25,35,0,4
Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,Sunnyvale,Male,0,4219,Yes,1,67,45.25,18,Yes,No,Yes,Yes,0.0,0,3031.75,8430.35,60,0,3
No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,San Francisco,Male,1,4038,No,0,9,48.71,15,Yes,No,Yes,Yes,0.0,0,438.39,1356.99,65,0,1
No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,San Francisco,Male,0,5344,No,0,4,20.76,30,No,No,No,Yes,0.0,0,83.04,317.89,38,0,4
No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,San Francisco,Male,0,2051,No,0,19,41.79,6,No,Yes,Yes,No,0.0,60,794.01,2085.86,61,0,4
No,8,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,San Francisco,Female,0,5919,No,0,8,45.87,0,No,No,No,No,0.0,0,366.96,537.86,26,3,4
No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,San Francisco,Female,0,4361,No,0,71,41.92,53,Yes,Yes,Yes,Yes,0.0,0,2976.32,10960.47,29,0,4
No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,San Francisco,Male,1,3189,No,0,10,5.46,24,No,No,No,No,0.0,30,54.6,773.25,69,0,1
No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,San Francisco,Female,0,4452,No,0,15,1.67,21,No,No,No,Yes,45.69,0,25.05,1267.66,72,0,4
Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,San Francisco,Male,0,6283,Yes,1,72,11.67,26,Yes,No,Yes,Yes,0.0,0,840.24,8688.74,40,1,3
No,12,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,267.0,San Francisco,Male,0,4018,No,0,12,16.59,0,No,No,No,No,0.0,0,199.08,466.08,42,0,3
Yes,72,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.2,1798.9,San Francisco,Male,0,6499,Yes,1,72,28.06,0,No,No,No,No,0.0,0,2020.32,3819.22,22,2,3
Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,San Francisco,Male,1,4369,No,0,1,36.92,6,No,No,No,Yes,0.0,0,36.92,110.47,75,0,2
No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,San Francisco,Female,0,2491,No,0,23,17.62,25,No,No,No,No,0.0,80,405.26,2128.81,67,0,4
No,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,San Francisco,Male,0,4266,No,0,72,0.0,10,Yes,Yes,Yes,Yes,0.0,0,0.0,4807.45,45,0,4
No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,San Francisco,Female,0,4501,No,0,26,20.64,22,Yes,No,No,Yes,0.0,0,536.64,2729.64,37,0,3
No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,San Francisco,Female,0,3471,No,0,21,36.31,27,Yes,Yes,Yes,Yes,0.0,0,762.51,3001.91,48,0,4
Yes,60,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15,1505.9,San Francisco,Male,0,4501,Yes,1,60,16.42,0,No,No,No,No,0.0,0,985.2,2491.1,23,0,3
No,12,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,255.35,San Francisco,Male,0,4883,No,0,12,41.11,0,No,No,No,No,0.0,0,493.32,748.67,26,0,5
Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,San Francisco,Male,0,5432,Yes,1,16,25.83,46,No,No,No,Yes,0.0,0,413.28,1602.68,25,0,5
Yes,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,San Francisco,Female,0,4010,Yes,1,63,49.08,24,No,No,Yes,No,0.0,30,3092.04,7908.19,38,0,3
No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,San Francisco,Female,0,5602,No,0,22,23.43,22,No,No,No,Yes,29.88,0,515.46,2306.48,77,0,4
Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,San Francisco,Female,0,5324,Yes,1,32,32.43,19,Yes,Yes,Yes,Yes,0.0,0,1037.76,3441.91,54,1,3
No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,San Francisco,Female,1,3501,No,0,3,41.9,11,No,No,No,Yes,0.0,0,125.7,330.75,75,0,1
No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,San Francisco,Female,1,4806,No,0,13,3.84,4,Yes,No,No,Yes,0.0,0,49.92,1002.22,37,0,1
Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,San Francisco,Female,0,4121,Yes,6,68,16.09,53,No,Yes,Yes,Yes,0.0,0,1094.12,8133.57,32,3,3
Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,San Francisco,Female,0,2923,No,0,30,48.43,58,Yes,No,Yes,Yes,0.0,0,1452.9,3990.95,53,3,3
No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,San Francisco,Female,0,5176,No,0,16,38.02,25,No,No,No,Yes,0.0,0,608.32,1821.17,44,0,5
No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,Palo Alto,Male,0,5542,No,0,33,34.85,27,No,Yes,No,Yes,0.0,0,1150.05,3801.15,32,0,4
Yes,72,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,Palo Alto,Male,0,4035,Yes,3,72,2.61,0,No,No,No,No,0.0,0,187.92,1492.72,54,0,3
No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,Palo Alto,Female,1,2467,No,0,4,6.68,17,No,No,No,Yes,0.0,0,26.72,386.82,68,0,1
No,12,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,Stanford,Female,0,2990,No,0,12,0.0,19,No,Yes,No,Yes,0.0,0,0.0,435.45,58,0,3
Yes,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,Palo Alto,Female,0,5251,Yes,10,4,14.34,14,No,No,No,Yes,39.93,0,57.36,325.48,73,0,3
Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,,San Mateo,Female,0,2048,Yes,8,10,31.09,5,Yes,No,Yes,Yes,0.0,0,310.9,1119.4,40,0,3
No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,San Mateo,Female,1,3263,No,0,6,19.74,27,No,No,No,Yes,0.0,0,118.44,552.94,51,0,1
Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,San Mateo,Female,0,6047,Yes,6,65,41.34,15,Yes,Yes,Yes,Yes,0.0,0,2687.1,9806.0,32,0,3
No,15,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,San Mateo,Female,0,3366,No,0,15,2.74,0,No,No,No,No,0.0,0,41.1,361.55,46,0,4
No,24,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,Alameda,Female,0,2050,No,0,24,47.31,0,No,No,No,No,0.0,0,1135.44,1666.99,55,0,5
No,13,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,Alameda,Female,0,3540,No,0,13,0.0,19,No,No,No,No,0.0,10,0.0,392.2,50,2,5
No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,Danville,Male,0,5128,No,0,24,35.3,41,No,No,Yes,Yes,0.0,0,847.2,2848.2,23,0,4
Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,Alamo,Female,0,4119,Yes,6,72,0.0,4,Yes,Yes,Yes,Yes,0.0,0,0.0,4919.7,56,0,3
Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,Angwin,Female,0,5795,Yes,3,54,42.35,76,No,No,Yes,Yes,0.0,0,2286.9,7932.7,62,3,4
No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Antioch,Female,1,2054,No,0,3,23.82,24,No,No,No,Yes,0.0,0,71.46,287.26,32,0,3
Yes,4,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,77.6,Benicia,Male,0,5053,Yes,4,4,3.63,0,No,No,No,No,0.0,0,14.52,92.12,39,2,4
Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,Bethel Island,Female,0,2965,Yes,9,32,5.73,30,Yes,No,No,Yes,26.98,0,183.36,3052.93,66,1,5
No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,Birds Landing,Male,1,2074,No,0,35,20.83,19,Yes,No,No,No,0.0,120,729.05,4244.85,71,0,1
Yes,35,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,Brentwood,Male,0,2009,Yes,8,35,47.33,0,No,No,No,No,0.0,0,1656.55,2415.9,42,1,4
No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,Byron,Male,1,5900,No,0,2,26.62,11,No,No,No,Yes,0.0,0,53.24,138.39,80,0,2
No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,Calistoga,Female,0,2934,No,0,8,11.2,17,No,No,No,No,0.0,10,89.6,635.15,64,0,3
No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1253.15,Clayton,Male,0,2729,No,0,22,37.11,15,No,Yes,No,Yes,0.0,0,816.42,2069.57,62,0,3
No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,Concord,Female,0,4497,No,0,15,30.54,11,Yes,Yes,No,Yes,0.0,0,458.1,1413.25,57,0,4
No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,Concord,Male,0,3729,No,0,22,11.15,17,No,No,Yes,Yes,0.0,0,245.3,2407.9,39,0,4
Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,Concord,Male,1,3700,Yes,1,1,32.08,73,No,No,Yes,Yes,0.0,0,32.08,76.78,21,0,3
Yes,71,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1813.35,Concord,Female,0,4993,No,0,71,4.15,0,No,No,No,No,0.0,0,294.65,2108.0,33,2,3
No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.15,Pleasant Hill,Male,0,2401,No,0,4,34.69,47,Yes,No,No,Yes,0.0,0,138.76,383.91,26,0,3
No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,Crockett,Male,0,5917,No,0,25,25.2,23,Yes,Yes,Yes,Yes,0.0,0,630.0,2658.8,59,0,3
Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,Danville,Female,0,4970,Yes,7,32,26.66,57,No,No,No,No,0.0,130,853.12,3706.87,45,3,5
Yes,7,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,El Cerrito,Male,0,2587,Yes,10,7,0.0,13,No,No,No,Yes,11.83,0,0.0,208.62,80,0,3
No,17,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.5,365.8,Fairfield,Male,0,2259,No,0,17,42.66,0,No,No,No,No,0.0,0,725.22,1091.02,41,0,3
Yes,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,Travis Afb,Male,0,2136,Yes,9,8,22.4,23,No,No,No,Yes,16.58,0,179.2,714.57,76,0,3
No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,Fremont,Female,0,4011,No,0,56,37.3,8,Yes,Yes,No,Yes,17.16,0,2088.8,6125.84,80,0,3
No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Fremont,Male,1,3571,No,0,1,10.41,17,No,No,No,Yes,0.0,0,10.41,56.11,36,0,3
No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,Fremont,Male,1,5084,No,0,8,11.57,27,No,Yes,Yes,Yes,0.0,0,92.56,924.91,66,0,1
No,7,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,Hayward,Male,1,4489,No,0,7,9.14,0,No,No,No,No,0.0,0,63.98,176.28,53,0,3
No,3,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,60.65,Hayward,Male,0,5868,No,0,3,19.58,0,No,No,No,No,0.0,0,58.74,119.39,50,3,4
No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,Hayward,Female,0,4846,No,0,71,18.2,28,Yes,Yes,No,Yes,0.0,0,1292.2,6842.3,48,0,3
No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,Hayward,Female,1,3391,No,0,2,48.34,28,No,No,Yes,Yes,0.0,0,96.68,271.48,57,0,2
No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,Castro Valley,Female,1,2627,No,0,1,15.44,51,No,No,Yes,No,0.0,60,15.44,165.99,30,0,2
Yes,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,Hercules,Male,0,5698,Yes,1,49,47.17,26,No,No,No,No,0.0,30,2311.33,7074.43,30,0,3
No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,Lafayette,Male,0,4474,No,0,58,47.47,69,Yes,Yes,No,Yes,0.0,0,2753.26,6802.21,26,0,4
Yes,44,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,Livermore,Male,1,4829,Yes,2,44,0.0,28,No,No,No,Yes,0.0,0,0.0,1359.7,73,0,1
Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,Castro Valley,Female,0,5446,Yes,4,59,8.28,22,No,Yes,Yes,Yes,0.0,0,488.52,5030.87,40,0,3
No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,Martinez,Male,1,5200,No,0,71,49.42,53,Yes,Yes,Yes,Yes,0.0,0,3508.82,11040.97,30,0,1
No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Fremont,Male,1,5367,No,0,1,45.66,28,No,No,No,Yes,0.0,0,45.66,115.56,51,0,3
No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,Moraga,Female,0,5902,No,0,11,33.79,23,No,No,No,Yes,0.0,0,371.69,1260.34,34,0,3
Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,Napa,Male,1,5052,Yes,1,62,7.11,16,Yes,No,Yes,Yes,0.0,0,440.82,6824.17,77,0,1
Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916.0,Napa,Female,0,4858,Yes,5,35,42.18,59,No,Yes,No,Yes,0.0,0,1476.3,3392.3,20,0,4
No,20,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,Newark,Female,0,5409,No,0,20,10.97,0,No,No,No,No,0.0,0,219.4,632.4,23,0,3
Yes,40,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,808.95,Oakley,Male,0,2630,Yes,9,40,22.96,0,No,No,No,No,0.0,0,918.4,1727.35,21,1,5
No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1886.4,Orinda,Female,0,5531,No,0,39,25.33,82,No,No,No,No,0.0,70,987.87,2944.27,22,0,3
No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,86.6,Pinole,Male,1,5228,No,0,1,5.43,18,No,No,Yes,Yes,0.0,0,5.43,92.03,41,0,3
Yes,72,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.75,1679.25,Pittsburg,Female,0,4923,Yes,7,72,21.14,0,No,No,No,No,0.0,0,1522.08,3201.33,62,1,5
Yes,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,Pleasanton,Female,1,3601,Yes,1,33,33.19,15,No,No,No,Yes,0.0,0,1095.27,3751.77,76,0,2
No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,Pope Valley,Female,0,5706,No,0,12,6.56,17,No,No,No,Yes,0.0,0,78.72,619.67,54,0,4
No,1,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,19.75,Dublin,Male,0,3595,No,0,1,5.32,0,No,No,No,No,0.0,0,5.32,25.07,48,0,5
No,27,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,537.35,Port Costa,Male,0,4004,No,0,27,30.36,0,No,No,No,No,0.0,0,819.72,1357.07,20,2,3
Yes,34,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,678.8,Rio Vista,Male,0,4669,Yes,7,34,26.03,0,No,No,No,No,0.0,0,885.02,1563.82,53,0,5
Yes,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.3,4513.65,Rodeo,Female,0,6203,Yes,9,56,4.24,15,Yes,No,No,Yes,0.0,0,237.44,4751.09,56,0,3
